id_venta,producto,fecha_venta,cantidad,precio_unitario_bs,metodo_pago,cliente,descuento_aplicado,turno,empleado,nivel_satisfaccion,total_bs,tasa_dolar_bs
437,Francés,2023-02-08,5,43.96,nan,Basilio Lerma-Barrio,False,Noche,Trinidad,Muy alto,219.8,187.96
438,Mojicón,2023-08-02,5,96.77,Pago móvil,Ruben de Bueno,False,Tarde,Cleto,Medio,483.85,257.23
439,Cachito,2023-09-07,3,18.04,Efectivo,Duilio Amat-Aguiló,False,Mañana,Javiera,Muy bajo,54.12,223.15
440,Francés,2023-05-27,3,71.83,Divisas,Duilio Coll Mateo,False,Tarde,Severo,Alto,215.49,199.51
441,Francés,2023-12-12,4,54.44,Tarjeta,Venceslás Samper Cazorla,False,Tarde,Ulises,Alto,217.76,251.93
442,De leche,2023-04-12,3,44.89,Efectivo,Lucas Querol Morante,False,Tarde,Cleto,Bajo,134.67,215.69
443,Canilla,2023-02-20,6,66.94,Tarjeta,Ruth Rebollo Cal,True,Mañana,Trinidad,Alto,361.48,261.42
444,Canilla,2023-05-27,6,73.35,nan,Juan Galván Girona,False,Mañana,Rosaura,Bajo,440.1,263.68
445,Mojicón,2023-10-07,2,10.39,Divisas,Adriana Bayo-Serrano,True,Tarde,Javiera,Alto,18.7,181.2
446,De leche,2023-09-14,3,25.03,Divisas,Elba Romero Borrell,False,Mañana,Juan José,Medio,75.09,163.75
447,De leche,2023-12-29,2,74.17,nan,Teófilo Anguita,False,Mañana,Cleto,Medio,148.34,271.25
448,Cachito,2023-04-15,3,69.97,Divisas,Clemente de Amores,True,Mañana,Juan José,Alto,188.92,263.23
449,Canilla,2023-10-19,5,96.94,Pago móvil,Ana Sofía Manuel Tovar,False,Tarde,Odalys,Medio,484.7,170.48
450,Francés,2023-06-24,3,78.49,Tarjeta,Pepito Conde,False,Noche,Severo,Alto,235.47,256.17
451,Cachito,2023-11-13,5,95.57,Efectivo,Miguel Ángel Román Mendoza Rojas,False,Noche,Cleto,Medio,477.85,215.36
452,Golfiao,2023-09-26,2,73.23,nan,Felicia Gelabert Durán,False,Tarde,Rogelio,Medio,146.46,193.84
453,Canilla,2023-01-26,4,36.82,Pago móvil,José Luis Frutos Berrocal,False,Tarde,Trinidad,Alto,147.28,262.61
454,De leche,2023-03-21,3,19.48,Efectivo,Dafne del Nevado,True,Mañana,Ulises,Bajo,52.6,187.65
455,Francés,2023-10-15,4,80.36,Efectivo,Arturo Piquer Plaza,False,Tarde,Rogelio,Medio,321.44,271.16
456,Canilla,2023-02-04,4,67.97,nan,Evangelina Olmo Figueroa,False,Mañana,Odalys,Medio,271.88,189.32
457,Francés,2023-02-05,2,14.34,Pago móvil,Sandra Cuervo Portillo,False,Tarde,Severo,Alto,28.68,235.04
458,Canilla,2023-04-22,4,42.4,Efectivo,Domitila Peiró Martínez,True,Mañana,Rosaura,Muy alto,152.64,191.95
459,Francés,2023-11-08,2,96.11,Efectivo,Maximiano Cristóbal Ferrándiz Lucena,False,Mañana,Javiera,Muy alto,192.22,228.3
460,Francés,2023-02-21,4,55.04,Pago móvil,Anna del Acero,False,Mañana,Juan José,Medio,220.16,244.17
461,Francés,2023-02-06,5,48.95,Divisas,Cristina Borrell Santamaria,False,Mañana,Odalys,Medio,244.75,189.31
462,Pan de jamón,2023-11-16,3,51.19,Efectivo,Mirta Torres Sáez,True,Mañana,Ulises,Medio,138.21,226.74
463,Cachito,2023-01-13,4,28.8,Tarjeta,Pepe Llanos Pizarro,False,Mañana,Javiera,Alto,115.2,221.32
464,Golfiao,2023-01-15,4,43.18,Pago móvil,Onofre Armengol Manzanares,False,Noche,Rosaura,Medio,172.72,176.9
465,De leche,2023-04-26,4,43.28,Efectivo,Noelia Leon,False,Tarde,Ulises,Muy alto,173.12,261.51
466,Canilla,2023-10-12,4,14.71,nan,Luisina Fortuny,False,Tarde,Trinidad,Medio,58.84,207.43
467,Francés,2023-07-18,2,79.08,Tarjeta,Angelita Pinto,False,Noche,Juan José,Muy alto,158.16,234.84
468,Mojicón,2023-11-08,1,47.49,Efectivo,Ximena Torrecilla Requena,False,Noche,Rogelio,Alto,47.49,228.48
469,Francés,2023-10-17,5,84.0,Tarjeta,Jose Manuel Perea,True,Tarde,Cleto,Alto,378.0,228.71
470,De leche,2023-05-30,2,86.53,Tarjeta,Adelina Alvarez,False,Noche,Odalys,Medio,173.06,182.9
471,Francés,2023-10-15,3,29.08,Divisas,Melisa Barriga Duarte,False,Mañana,Cleto,Muy bajo,87.24,219.28
472,De leche,2023-03-19,2,69.16,Tarjeta,Pancho Oller,False,Mañana,Javiera,Medio,138.32,222.96
473,Francés,2023-12-04,6,52.51,Divisas,Ruben Marcos Ricart,False,Tarde,Cleto,Medio,315.06,255.53
474,Mojicón,2023-09-24,2,89.21,Pago móvil,Andrés Angulo Nogueira,True,Tarde,Rogelio,Muy bajo,160.58,268.17
475,Golfiao,2023-02-04,3,29.42,Divisas,Rolando de Múñiz,False,Tarde,Trinidad,Alto,88.26,234.76
476,De leche,2023-02-28,3,71.0,nan,Arcelia Acosta,False,Mañana,Javiera,Medio,213.0,182.48
477,Francés,2023-05-02,2,64.7,Efectivo,Florencia Donaire Catalán,True,Mañana,Juan José,Alto,116.46,200.09
478,Golfiao,2023-07-19,1,36.58,Pago móvil,Milagros Casanova Suarez,False,Tarde,Ulises,Alto,36.58,192.13
479,Golfio,2023-04-10,1,22.29,Pago móvil,Haydée Ramirez-Benavent,False,Mañana,Juan José,Bajo,22.29,187.81
480,Golfiao,2023-07-16,3,68.65,nan,Sabina Anglada Alonso,True,Tarde,Cleto,Muy alto,185.36,216.07
481,Pan de jamón,2023-11-23,3,76.47,Divisas,Fanny Leon-Suárez,False,Tarde,Severo,Bajo,229.41,200.61
482,Pan de jamón,2023-11-28,4,38.41,Efectivo,Nereida del Grande,False,Tarde,Javiera,Medio,153.64,199.67
483,Canilla,2023-11-11,4,68.03,Divisas,Jose Carlos Bayona Almazán,False,Tarde,Ulises,Medio,272.12,180.97
484,Pan de jamón,2023-12-17,1,45.56,Tarjeta,Jordán Fiol Lumbreras,False,Noche,Rosaura,Alto,45.56,176.96
485,Golfiao,2023-12-23,4,74.19,Divisas,Sebastián Ale Ruano Nebot,False,Tarde,Trinidad,Bajo,296.76,187.2
486,De leche,2023-07-18,2,27.93,Pago móvil,Teodora Julián,False,Tarde,Juan José,Medio,55.86,195.65
487,Francés,2023-01-15,2,90.12,Efectivo,Dorotea Perelló Bauzà,False,Tarde,Juan José,Alto,180.24,226.31
488,Francés,2023-12-30,4,35.87,Divisas,Samanta Quintero Espada,True,Mañana,Javiera,Medio,129.13,236.04
489,De leche,2023-08-07,1,43.1,Efectivo,Adriana López Goicoechea,False,Mañana,Severo,Alto,43.1,192.93
490,Mojicón,2023-01-20,2,15.23,Efectivo,Leyre Sola Vazquez,False,Mañana,Cleto,Muy alto,30.46,226.74
491,Canilla,2023-01-06,3,20.04,Tarjeta,Elena Poza Montero,False,Tarde,Cleto,Muy alto,60.12,217.33
492,Pan de jamón,2023-12-19,3,56.43,Tarjeta,Ciro Osorio Casals,False,Tarde,Javiera,Muy bajo,169.29,198.98
493,Francés,2023-05-23,2,34.08,Pago móvil,Amor del Domínguez,False,Noche,Juan José,Medio,68.16,178.41
494,Francés,2023-07-22,2,85.19,nan,Inés Manu Echevarría Zabala,False,Mañana,Ulises,Medio,170.38,233.29
495,Canilla,2023-12-14,1,11.32,Efectivo,Laura Ordóñez,False,Mañana,Trinidad,Medio,11.32,259.66
496,Canilla,2023-11-08,2,44.12,nan,Valerio Solana Pera,True,Noche,Javiera,Medio,79.42,205.43
497,Golfiao,2023-01-11,3,40.36,Pago móvil,Zoraida del Montes,True,Mañana,Ulises,Medio,108.97,194.51
498,Francés,2023-05-01,2,11.74,Efectivo,Caridad Aguiló Sebastián,False,Tarde,Ulises,Muy alto,23.48,285.01
499,De leche,2023-09-26,5,21.19,Efectivo,Salomé Buendía,False,Tarde,Rosaura,Muy alto,105.95,212.29
500,De leche,2023-02-15,2,47.23,nan,Eli Bertrán-Bravo,False,Tarde,Rogelio,Muy bajo,94.46,206.49
501,Pan de jamón,2023-11-21,4,54.36,Divisas,Porfirio Acevedo Escobar,False,Mañana,Trinidad,Medio,217.44,282.85
502,Golfiao,2023-04-10,2,46.39,Tarjeta,Emilia Collado Boada,False,Mañana,Trinidad,Medio,92.78,278.52
503,Canilla,2023-11-30,4,57.78,Divisas,Iker Aragón Almeida,False,Mañana,Odalys,Medio,231.12,234.58
504,Mojicón,2023-09-23,1,63.56,nan,Serafina Fuster Segarra,False,Tarde,Severo,Alto,63.56,239.9
505,Pan de jamón,2023-12-08,2,10.89,Tarjeta,Graciano Juliá Diego,True,Tarde,Trinidad,Alto,19.6,207.5
506,Francés,2023-09-05,3,51.77,Divisas,Edelmira Dafne Baró Alegria,True,Mañana,Rosaura,Muy alto,139.78,190.97
507,De leche,2023-11-15,2,96.71,Tarjeta,Guiomar Pinilla Bonilla,False,Tarde,Trinidad,Alto,193.42,251.3
508,Mojicón,2023-11-23,3,56.71,Efectivo,Paco Chuy Nuñez Bárcena,False,Noche,Cleto,Alto,170.13,194.04
509,De leche,2023-11-09,3,70.98,Divisas,Teodosio Sanabria Gámez,False,Mañana,Trinidad,Alto,212.94,237.03
510,Cachito,2023-06-18,3,38.07,Tarjeta,Salud Boix Simó,True,Tarde,Cleto,Medio,102.79,297.25
511,Pan de jamón,2023-11-03,5,79.66,Tarjeta,Miguela Lerma Lobato,True,Tarde,Severo,Alto,358.47,299.25
512,Canilla,2023-11-29,3,79.56,Tarjeta,Dionisio Campo Estevez,False,Mañana,Cleto,Medio,238.68,212.55
513,De leche,2023-03-25,4,56.92,Divisas,Francisco Javier León Acero Borrell,False,Mañana,Severo,Bajo,227.68,259.99
514,Mojicón,2023-01-10,3,97.84,Pago móvil,Gastón Rogelio Nadal Santana,True,Tarde,Trinidad,Medio,264.17,242.02
515,Francés,2023-01-19,2,21.3,Divisas,Maricela Uribe Garmendia,False,Noche,Juan José,Medio,42.6,291.73
516,Francés,2023-06-17,3,11.53,nan,René Molina Muro,True,Noche,Severo,Muy alto,31.13,217.89
517,Canilla,2023-08-31,5,79.31,Divisas,Remedios Poza Laguna,False,Tarde,Ulises,Medio,396.55,185.26
518,Mojicón,2023-07-24,3,82.64,Tarjeta,Silvia Ariño,False,Tarde,Odalys,Medio,247.92,205.16
519,De leche,2023-05-20,1,20.82,Efectivo,Alfonso Ayuso,True,Mañana,Odalys,Medio,18.74,228.6
520,Francés,2023-08-16,4,33.9,Divisas,Toribio Vilaplana Arce,False,Tarde,Javiera,Alto,135.6,224.79
521,Golfiao,2023-08-16,1,11.58,Divisas,Omar Cuesta Torre,False,Tarde,Odalys,Bajo,11.58,284.13
522,Canilla,2023-08-24,6,36.4,Tarjeta,Emiliana Acevedo Escolano,False,Mañana,Javiera,Muy alto,218.4,270.83
523,De leche,2023-04-27,3,79.58,Efectivo,Eligio Feliciano Sobrino Berenguer,False,Tarde,Odalys,Muy alto,238.74,223.86
524,Mojicón,2023-03-20,4,56.62,Efectivo,Blanca Verdejo-Pinedo,True,Tarde,Severo,Alto,203.83,243.93
525,Mojicón,2023-01-24,3,41.33,nan,Isaac de Carbó,False,Mañana,Ulises,Alto,123.99,199.13
526,Canilla,2023-05-21,6,43.46,Divisas,Lilia Hierro,False,Noche,Juan José,Muy bajo,260.76,299.77
527,Golfio,2023-09-26,3,10.12,Efectivo,Juan Bautista Cabanillas Carrasco,False,Mañana,Cleto,Medio,30.36,304.92
528,Francés,2023-11-20,3,36.98,Efectivo,Jose Luis González,False,Mañana,Rosaura,Alto,110.94,310.97
529,Francés,2023-04-23,2,68.18,Pago móvil,Lara Domingo-Pedraza,False,Mañana,Odalys,Bajo,136.36,297.49
530,Mojicón,2023-05-08,2,97.68,Pago móvil,Nadia Lastra Matas,False,Tarde,Juan José,Medio,195.36,210.58
531,Mojicón,2023-09-17,7,86.24,Efectivo,Perla Bayo Avilés,True,Tarde,Juan José,Alto,543.31,194.82
532,De leche,2023-10-05,2,12.12,nan,Danilo de Múñiz,True,Mañana,Severo,Medio,21.82,262.45
533,De leche,2023-02-22,3,90.87,Efectivo,Etelvina Cerro-Giménez,False,Tarde,Trinidad,Muy alto,272.61,304.95
534,Golfiao,2023-01-13,1,80.49,Tarjeta,Reynaldo Benavente Becerra,False,Mañana,Trinidad,Bajo,80.49,212.35
535,Cachito,2023-01-16,5,80.23,Divisas,Juan Pablo del Núñez,False,Tarde,Odalys,Alto,401.15,191.09
536,De leche,2023-07-09,3,51.22,nan,Bernardino Agullo Serrano,False,Tarde,Rosaura,Alto,153.66,292.8
537,Mojicón,2023-06-04,4,45.82,Tarjeta,Emiliana de Molina,False,Tarde,Odalys,Alto,183.28,200.57
538,Francés,2023-05-23,4,37.26,nan,Bautista Pedraza Puig,True,Noche,Odalys,Medio,134.14,243.81
539,Canilla,2023-10-02,4,15.91,Tarjeta,Calisto Villalobos-Garcés,False,Mañana,Javiera,Alto,63.64,278.03
540,Golfio,2023-04-15,3,30.54,Divisas,Ariel Marti Infante,False,Mañana,ulises,Muy alto,91.62,221.96
541,De leche,2023-09-28,2,32.19,Divisas,Renato Castañeda-Martí,False,Tarde,Ulises,Medio,64.38,202.75
542,Pan de jamón,2023-11-07,3,53.57,Pago móvil,Mayte Bolaños,False,Noche,Rosaura,Medio,160.71,291.02
543,Francés,2023-05-16,4,77.27,Tarjeta,Encarna del Acevedo,False,Mañana,Javiera,Alto,309.08,273.51
544,Pan de jamón,2023-12-05,4,52.64,Pago móvil,Mauricio Osuna,False,Mañana,Juan José,Alto,210.56,320.02
545,Pan de jamón,2023-11-29,4,15.21,Tarjeta,Carmelita del Llorens,False,Mañana,Javiera,Medio,60.84,237.55
546,Canilla,2023-08-09,3,96.2,Pago móvil,Anabel Arnal Roca,False,Tarde,Odalys,Muy alto,288.6,201.47
547,Francés,2023-02-11,4,94.85,Divisas,Morena Serrano Benet,False,Mañana,Trinidad,Medio,379.4,288.68
548,Pan de jamón,2023-11-15,3,80.67,nan,Mamen Agudo Fabra,False,Tarde,Trinidad,Medio,242.01,261.61
549,Golfiao,2023-04-26,1,99.22,Pago móvil,Anastasio Sarabia Arenas,False,Noche,Rosaura,Alto,99.22,222.03
550,Cachito,2023-03-23,5,59.0,Tarjeta,Eligio Ojeda España,False,Tarde,Juan José,Alto,295.0,296.17
196,Canilla,2023-02-12,4,48.79,Divisas,Nacho Pina Salom,False,Mañana,Trinidad,Medio,195.16,140.28
80,Francés,2023-03-04,2,73.24,nan,Carmina Rivas,False,Tarde,Trinidad,Bajo,146.48,84.83
481,Pan de jamón,2023-11-23,3,76.47,Divisas,Fanny Leon-Suárez,False,Tarde,Severo,Bajo,229.41,200.61
110,Francés,2023-02-05,3,13.3,nan,Evelia del Paredes,False,Noche,Severo,Medio,39.9,67.04
523,De leche,2023-04-27,3,79.58,Efectivo,Eligio Feliciano Sobrino Berenguer,False,Tarde,Odalys,Muy alto,238.74,223.86
