ID_Venta,Marca,Tipo_Ropa,Color,Talla,Material,Género,Precio (USD),Cantidad,Cliente,Método_Pago,Fecha_Venta,Descuento (%),Calidad,Total_Venta (USD)
386,Tommy Hilfiger,Pantalón de vestir,Verde,XS,Seda,Femenino,48.0,1,Edu Canet Escobar,Divisas,2023-04-28,0,Media,48.0
387,Levi's,Short,Verde,XL,Poliéster,Femenino,96.21,1,Amarilis Lozano Pinto,Tarjeta,2023-06-14,5,Alta,91.4
388,Tommy Hilfiger,Chaqueta,Marrón,XS,Seda,Femenino,36.11,1,Carlota Piña Cordero,Transferencia,2023-01-29,0,Baja,36.11
389,Levi's,Blusa,Azul,XL,Sintético,Femenino,71.18,3,Emperatriz Santos Ferrán,Pago móvil,2023-12-30,0,Media,213.54
390,Nike,Short,Beige,XL,Mezclilla,Femenino,48.16,2,Erasmo Sanmiguel Angulo,Divisas,2023-12-16,0,Media,96.32
391,Mango,Vestido,Rojo,XS,Algodón,Masculino,81.54,1,Palmira Ayllón Villanueva,Divisas,2023-12-26,0,Media,81.54
392,Levi's,Vestido,Rosado,M,Sintético,Masculino,34.92,3,Angelita Castañeda Ramírez,Tarjeta,2023-04-03,5,Baja,99.52
393,Zara,Jeans,Negro,L,Algodón,Masculino,29.46,1,Ariadna Cánovas-Rivas,Efectivo,2023-07-21,0,Media,29.46
394,Tommy Hilfiger,Jogger,Azul,S,Algodón,Femenino,110.84,1,Albino Mir Gaya,Pago móvil,2023-12-02,0,Media,110.84
395,Tommy Hilfiger,Vestido,Amarillo,XL,Poliéster,Unisex,19.4,2,Ani Yuste Oliveras,Divisas,2023-06-27,15,Media,32.98
396,Zara,Falda,Negro,L,Sintético,Femenino,64.67,1,Natanael Girona-Escudero,Tarjeta,2023-08-13,0,Media,64.67
397,Bershka,Pantalón corto,Verde,M,Poliéster,Femenino,32.74,3,Amalia Lasa Martínez,Transferencia,2023-02-03,0,Media,98.22
398,Adidas,Pantalón de vestir,Gris,S,Lino,Masculino,12.36,3,Montserrat Llorens Antón,Divisas,2023-11-11,0,Alta,37.08
399,Mango,Blusa,Amarillo,S,Algodón,Femenino,12.03,2,Luis Miguel Portero,Tarjeta,2023-12-05,5,Premium,22.86
400,H&M,Jogger,Negro,XL,Mezclilla,Femenino,27.62,1,Albina del Alcaraz,Efectivo,2023-11-21,5,Media,26.24
401,Levi's,Camisa,Morado,XS,Seda,Masculino,105.08,3,Vasco Pizarro Baquero,Efectivo,2023-10-26,0,Media,315.24
402,Zara,Falda,Verde,M,Mezclilla,Masculino,39.64,1,Antonia Clemente Sanjuan,Divisas,2023-05-18,0,Media,39.64
403,Nike,Suéter,Negro,XL,Seda,Femenino,114.45,1,Ligia Loreto Sureda Barrera,Divisas,2023-01-28,0,Premium,114.45
404,Levi's,Chaqueta,Gris,M,Algodón,Masculino,73.14,1,Reyes Seguí-Agustí,Pago móvil,2023-03-26,5,Baja,69.48
405,Adidas,Leggins,Morado,XS,Algodón,Unisex,56.9,2,Aurelia del Vives,Tarjeta,2023-01-05,0,Media,113.8
406,Nike,Vestido,Verde,XS,Algodón,Femenino,72.97,1,Gustavo Lasa,Divisas,2023-10-16,0,Media,72.97
407,Pull&Bear,Camisa,Beige,XL,Poliéster,Femenino,65.87,3,Juliana Lobo Peinado,Pago móvil,2023-05-07,15,Media,167.97
408,Tommy Hilfiger,Vestido,Azul,XS,Sintético,Femenino,92.98,1,Kike Marcos,Pago móvil,2023-10-26,0,Media,92.98
409,Pull&Bear,Short,Blanco,L,Seda,Femenino,39.64,3,Bernarda Toro-Peinado,Divisas,2023-03-26,0,Alta,118.92
410,Levi's,Falda,Rosado,S,Sintético,Femenino,47.54,1,Clímaco Adolfo Izaguirre Sabater,Efectivo,2023-04-27,0,Media,47.54
411,Adidas,Short,Marrón,XL,Poliéster,Unisex,108.14,3,Jacobo Bou Vigil,Tarjeta,2023-01-07,20,Alta,259.54
412,Mango,Jeans,Rosado,M,Poliéster,Masculino,114.0,3,Ramona Vélez Roselló,Tarjeta,2023-02-19,0,Media,342.0
413,Levi's,Short,Amarillo,L,Lana,Masculino,107.97,1,Angelino Colom Cifuentes,Efectivo,2023-09-02,0,Baja,107.97
414,Zara,Jeans,Rosado,XL,Mezclilla,Femenino,54.98,1,Adelia Huerta Cabrero,Divisas,2023-10-14,0,Premium,54.98
415,Stradivarius,Chaqueta,Verde,XS,Mezclilla,Masculino,95.4,3,Aura Cabo Bueno,Tarjeta,2023-11-11,0,Media,286.2
416,Levi's,Jeans,Beige,XS,Lino,Unisex,61.35,2,Carla Barranco Oliva,Divisas,2023-12-09,0,Alta,122.7
417,Tommy Hilfiger,Camisa,Blanco,XS,Poliéster,Masculino,63.72,1,Bernardino Morillo Seguí,Divisas,2023-11-02,0,Media,63.72
418,Tommy Hilfiger,Vestido,Azul,XS,Seda,Femenino,30.92,2,Susanita Franch-Nadal,Pago móvil,2023-05-16,20,Baja,49.47
419,Levi's,Leggins,Azul,M,Lana,Masculino,74.21,1,Marita Sevillano Beltrán,Efectivo,2023-11-09,0,Premium,74.21
420,Nike,Blusa,Gris,L,Lana,Femenino,28.85,1,Porfirio Posada,Divisas,2023-05-10,0,Media,28.85
421,Stradivarius,Short,Marrón,S,Sintético,Femenino,45.14,1,Loreto Salmerón Múgica,Transferencia,2023-02-15,0,Alta,45.14
422,Zara,Suéter,Negro,M,Mezclilla,Femenino,103.76,1,Amancio Cabezas Peñalver,Efectivo,2023-06-25,0,Media,103.76
423,Levi's,Blusa,Beige,M,Poliéster,Masculino,31.19,2,Darío Prieto Donoso,Tarjeta,2023-01-01,10,Alta,56.14
424,Nike,Falda,Negro,S,Lino,Masculino,15.97,1,Severiano Barco,Pago móvil,2023-07-12,0,Baja,15.97
425,Tommy Hilfiger,Jeans,Blanco,S,Poliéster,Femenino,15.73,3,Teodora del Sanchez,Tarjeta,2023-02-05,0,Media,47.19
426,Tommy Hilfiger,Vestido,Rosado,XS,Sintético,Femenino,113.37,3,Benito Abad Calvet,Tarjeta,2023-02-16,0,Alta,340.11
427,Adidas,Pantalón de vestir,Azul,M,Algodón,Femenino,64.78,2,Felisa Calderón Medina,Efectivo,2023-09-07,0,Premium,129.56
428,Levi's,Jogger,Blanco,XL,Poliéster,Femenino,53.85,1,Álvaro Zamorano Torralba,Tarjeta,2023-01-06,0,Premium,53.85
429,Stradivarius,Camisa,Rosado,S,Sintético,Femenino,98.82,3,Telmo Márquez Báez,Divisas,2023-04-09,0,Alta,296.46
430,Bershka,Leggins,Azul,S,Algodón,Femenino,101.61,2,Lázaro Plaza,Tarjeta,2023-07-18,10,Alta,182.9
431,Stradivarius,Mono,Rosado,L,Algodón,Masculino,45.21,1,Angélica Lucena Muro,Pago móvil,2023-05-24,15,Media,38.43
432,Tommy Hilfiger,Camisa,Marrón,XL,Lino,Femenino,85.69,3,Gerardo Esteve Mas,Pago móvil,2023-06-20,0,Media,257.07
433,Tommy Hilfiger,Chaqueta,Beige,XL,Seda,Femenino,94.37,3,Miguel Ramón Galván,Transferencia,2023-11-03,20,Media,226.49
434,Pull&Bear,Pantalón de vestir,Morado,S,Mezclilla,Femenino,81.32,2,Mateo Roca-Pineda,Pago móvil,2023-09-27,0,Media,162.64
435,Tommy Hilfiger,Suéter,Amarillo,XS,Poliéster,Unisex,24.98,1,Régulo Solís,Tarjeta,2023-05-14,0,Media,24.98
436,Zara,Jogger,Blanco,L,Algodón,Masculino,106.1,1,Juanita del Francisco,Pago móvil,2023-05-20,0,Media,106.1
437,H&M,Pantalón de vestir,Blanco,XL,Poliéster,Masculino,68.38,3,Mayte Agullo Caparrós,Efectivo,2023-08-31,0,Media,205.14
438,Levi's,Short,Morado,S,Seda,Femenino,39.64,3,Heraclio Oliva Escalona,Pago móvil,2023-02-07,0,Alta,118.92
439,Stradivarius,Jeans,Rojo,XL,Mezclilla,Masculino,55.63,3,Gerardo Orozco Tomé,Divisas,2023-12-05,0,Media,166.89
440,H&M,Leggins,Verde,L,Seda,Femenino,12.21,1,Rocío Soria Galiano,Efectivo,2023-02-18,0,Media,12.21
441,Nike,Pantalón corto,Marrón,L,Mezclilla,Masculino,22.32,2,Alba Becerra Flores,Transferencia,2023-11-02,0,Media,44.64
442,Bershka,Jeans,Marrón,M,Lana,Unisex,93.74,2,Elpidio Moraleda Simó,Divisas,2023-11-28,0,Alta,187.48
443,Zara,Pantalón corto,Morado,S,Mezclilla,Masculino,8.0,1,Maricruz de Alcázar,Tarjeta,2023-01-09,5,Alta,7.6
444,Stradivarius,Blusa,Negro,L,Lino,Masculino,54.66,2,Artemio Barrera Múgica,Tarjeta,2023-03-24,0,Alta,109.32
445,H&M,Jogger,Rosado,M,Seda,Masculino,66.52,3,Ángela Díaz Carbonell,Tarjeta,2023-06-30,0,Media,199.56
446,Bershka,Vestido,Verde,M,Algodón,Femenino,14.12,2,Reynaldo Martin Aroca,Divisas,2023-04-22,0,Media,28.24
447,Pull&Bear,Mono,Beige,XL,Lana,Unisex,116.98,2,Odalis Acosta Arranz,Divisas,2023-12-19,0,Baja,233.96
448,Zara,Falda,Beige,XL,Lino,Femenino,33.33,2,Cosme Borrás Cornejo,Divisas,2023-04-27,10,Media,59.99
449,Zara,Jeans,Morado,M,Poliéster,Masculino,42.07,3,Che Matías Giralt Alcalá,Efectivo,2023-01-13,0,Media,126.21
450,Pull&Bear,Leggins,Marrón,XL,Seda,Femenino,42.04,1,Eutimio Benavent Gallo,Efectivo,2023-10-28,0,Baja,42.04
451,Levi's,Chaqueta,Beige,L,Sintético,Femenino,33.81,3,Heriberto Espejo Blanch,Tarjeta,2023-06-23,10,Media,91.29
452,Pull&Bear,Chaqueta,Rojo,XS,Sintético,Femenino,8.17,1,Araceli Bárcena-Porta,Pago móvil,2023-11-26,0,Premium,8.17
453,Zara,Pantalón de vestir,Blanco,L,Algodón,Femenino,89.69,1,Valentina Irene Morán Bravo,Tarjeta,2023-06-03,0,Premium,89.69
454,Zara,Leggins,Gris,M,Mezclilla,Femenino,116.29,1,Teodora Canet Pérez,Transferencia,2023-04-07,0,Media,116.29
455,H&M,Jogger,Amarillo,M,Algodón,Masculino,33.12,2,Leticia Cortés Pavón,Efectivo,2023-04-04,15,Baja,56.3
456,Tommy Hilfiger,Blusa,Morado,L,Sintético,Femenino,82.26,2,Patricio Alvarez Gimenez,Divisas,2023-02-16,0,Media,164.52
457,Bershka,Pantalón corto,Negro,XL,Poliéster,Femenino,91.09,1,Emilio Marqués-Escamilla,Efectivo,2023-05-15,0,Media,91.09
458,Pull&Bear,Pantalón de vestir,Rosado,XL,Lana,Masculino,103.02,1,Victorino Cózar Tur,Divisas,2023-05-09,0,Premium,103.02
459,Bershka,Chaqueta,Amarillo,M,Lana,Femenino,55.33,2,Javier Falcó Méndez,Transferencia,2023-08-19,0,Media,110.66
460,Pull&Bear,Falda,Rosado,S,Seda,Masculino,41.93,3,Elpidio Río Gabaldón,Transferencia,2023-11-30,0,Alta,125.79
461,Nike,Falda,Azul,XL,Lana,Masculino,44.43,1,Marcelino Rivera Cabello,Efectivo,2023-09-11,0,Media,44.43
462,Zara,Jeans,Amarillo,L,Seda,Masculino,87.81,3,Gertrudis Gallardo Cornejo,Divisas,2023-01-15,0,Premium,263.43
463,Tommy Hilfiger,Jogger,Gris,XL,Seda,Masculino,99.48,2,Felicidad Arranz Laguna,Transferencia,2023-03-02,15,Media,169.12
464,H&M,Vestido,Marrón,L,Seda,Femenino,28.34,1,Josefa Almansa Falcón,Tarjeta,2023-06-20,5,Alta,26.92
465,Tommy Hilfiger,Chaqueta,Rojo,M,Sintético,Masculino,49.55,3,Angelita Sara Cuesta Tomas,Tarjeta,2023-08-10,0,Media,148.65
466,Tommy Hilfiger,Suéter,Blanco,XL,Sintético,Femenino,109.02,3,Eutimio de Acosta,Divisas,2023-12-19,10,Alta,294.35
467,Tommy Hilfiger,Jogger,Blanco,L,Mezclilla,Femenino,98.35,3,Noé Llano Galiano,Efectivo,2023-12-14,0,Media,295.05
468,Bershka,Blusa,Rojo,M,Lino,Masculino,118.3,2,Porfirio Baró Rodríguez,Transferencia,2023-05-05,0,Media,236.6
469,Pull&Bear,Pantalón corto,Verde,S,Seda,Femenino,92.48,2,Nazario Matas Galindo,Efectivo,2023-07-05,0,Premium,184.96
470,Mango,Leggins,Azul,L,Seda,Masculino,52.04,3,Xiomara Pombo-Cuervo,Tarjeta,2023-12-09,10,Premium,140.51
471,Nike,Chaqueta,Rosado,S,Lino,Masculino,74.15,3,Selena Peñas-Pons,Transferencia,2023-04-15,5,Alta,211.33
472,Stradivarius,Falda,Gris,S,Algodón,Masculino,82.03,2,Belen Montes Mayol,Efectivo,2023-09-02,0,Alta,164.06
473,Tommy Hilfiger,Leggins,Beige,XS,Seda,Unisex,16.79,3,Ruperto Palomares Talavera,Pago móvil,2023-10-14,15,Alta,42.81
474,Levi's,Leggins,Amarillo,XL,Mezclilla,Femenino,68.98,3,Carmelita Carpio Guzmán,Divisas,2023-06-02,0,Baja,206.94
475,Bershka,Leggins,Azul,L,Lana,Femenino,87.44,2,Alondra del Juan,Divisas,2023-08-13,10,Media,157.39
476,H&M,Falda,Morado,S,Lana,Masculino,26.74,3,Melchor Baudelio Valderrama Mínguez,Pago móvil,2023-06-24,20,Media,64.18
477,Stradivarius,Blusa,Amarillo,XS,Poliéster,Femenino,95.43,3,Maricruz Contreras Segovia,Tarjeta,2023-08-01,0,Alta,286.29
478,Mango,Camisa,Gris,M,Poliéster,Masculino,73.38,3,José María Maximino Donaire Bayona,Transferencia,2023-04-19,5,Media,209.13
479,Levi's,Short,Negro,L,Lana,Masculino,114.65,2,Kike Clemente,Divisas,2023-11-19,0,Media,229.3
480,Mango,Pantalón corto,Negro,S,Lana,Masculino,12.75,3,Ángeles Gutiérrez Chaves,Pago móvil,2023-09-21,0,Media,38.25
481,Stradivarius,Suéter,Azul,XL,Sintético,Femenino,37.72,2,Plinio Peña-Fuertes,Pago móvil,2023-04-08,0,Alta,75.44
482,Tommy Hilfiger,Camisa,Marrón,XS,Mezclilla,Femenino,75.37,2,Glauco Arrieta Cañete,Tarjeta,2023-08-20,0,Media,150.74
483,Levi's,Pantalón corto,Gris,S,Lino,Femenino,41.21,1,Fabricio Mayo-Guerra,Tarjeta,2023-08-30,15,Media,35.03
484,Mango,Pantalón de vestir,Gris,XL,Poliéster,Femenino,88.02,1,Claudio Cárdenas Querol,Efectivo,2023-03-10,0,Media,88.02
485,H&M,Jogger,Rojo,S,Sintético,Masculino,93.01,3,Jose Paniagua,Divisas,2023-10-27,0,Media,279.03
486,Pull&Bear,Jogger,Marrón,L,Sintético,Femenino,19.48,2,Gustavo Pina Carpio,Efectivo,2023-04-18,10,Media,35.06
487,Zara,Mono,Rosado,L,Lino,Femenino,65.55,1,Primitivo Castell Soriano,Pago móvil,2023-05-05,20,Alta,52.44
488,Pull&Bear,Jogger,Rosado,L,Sintético,Femenino,65.0,3,Brígida Piedad Aguado Maestre,Transferencia,2023-12-03,0,Alta,195.0
489,Stradivarius,Falda,Beige,XS,Mezclilla,Masculino,49.36,1,Maristela Jordá Gallart,Transferencia,2023-02-26,20,Alta,39.49
490,Bershka,Suéter,Blanco,L,Lana,Masculino,112.49,1,Primitiva Cases Tovar,Tarjeta,2023-12-17,0,Media,112.49
491,Zara,Vestido,Negro,XL,Seda,Femenino,100.68,2,Sandalio Antonio Burgos Berenguer,Transferencia,2023-10-31,10,Alta,181.22
492,Nike,Jeans,Morado,S,Lino,Femenino,86.09,2,Otilia de Madrid,Transferencia,2023-01-29,0,Media,172.18
493,H&M,Mono,Rosado,M,Lana,Femenino,88.0,1,Olegario Solana Rosado,Transferencia,2023-01-10,0,Media,88.0
494,Nike,Jeans,Marrón,XL,Lana,Femenino,59.71,1,Artemio Chaves-Martin,Pago móvil,2023-07-01,0,Alta,59.71
495,Levi's,Pantalón corto,Gris,XL,Algodón,Masculino,111.15,2,Ricardo Torrecilla Báez,Transferencia,2023-10-22,0,Media,222.3
496,Zara,Jeans,Morado,L,Lino,Masculino,85.79,3,Ariadna Godoy Roldán,Transferencia,2023-12-24,0,Media,257.37
497,Nike,Jeans,Rosado,XS,Sintético,Femenino,89.65,2,Tiburcio del Gaya,Transferencia,2023-12-30,0,Alta,179.3
498,Nike,Mono,Gris,S,Seda,Femenino,104.51,1,Renato Santamaría Merino,Efectivo,2023-01-13,0,Media,104.51
499,Mango,Pantalón de vestir,Rosado,XS,Lino,Unisex,38.7,3,Albert Guardia Mesa,Pago móvil,2023-02-05,15,Alta,98.68
500,Pull&Bear,Leggins,Negro,S,Sintético,Femenino,98.39,1,Luis Miguel Orozco Pintor,Tarjeta,2023-07-13,0,Baja,98.39
501,Mango,Jogger,Amarillo,S,Lana,Masculino,29.87,3,Yésica Marta Goicoechea Arroyo,Efectivo,2023-10-16,0,Alta,89.61
502,Zara,Jogger,Rosado,XS,Seda,Femenino,46.68,1,Kike Peña,Divisas,2023-10-11,0,Media,46.68
503,Zara,Falda,Marrón,XL,Sintético,Femenino,45.59,3,Haroldo Montero,Pago móvil,2023-10-17,0,Baja,136.77
504,Stradivarius,Mono,Rosado,S,Mezclilla,Femenino,117.59,3,Pastor Cuesta Sanmartín,Pago móvil,2023-03-02,10,Alta,317.49
505,Mango,Falda,Blanco,XS,Sintético,Masculino,103.93,1,Danilo Maxi Rueda Vera,Divisas,2023-08-27,10,Media,93.54
506,Adidas,Vestido,Morado,S,Algodón,Unisex,86.53,3,Juanito del Pinilla,Divisas,2023-10-15,0,Media,259.59
507,Pull&Bear,Vestido,Morado,M,Lana,Femenino,89.43,2,Cosme Blanch Ruiz,Divisas,2023-04-17,0,Baja,178.86
508,Zara,Falda,Negro,XL,Sintético,Femenino,70.95,1,Casandra Uría Iriarte,Tarjeta,2023-05-01,5,Media,67.4
509,Stradivarius,Mono,Marrón,L,Poliéster,Femenino,114.07,2,Amancio Casal Pozo,Transferencia,2023-03-03,0,Media,228.14
510,Mango,Falda,Rojo,S,Poliéster,Femenino,63.58,1,Severino Alegria Rebollo,Pago móvil,2023-01-16,10,Baja,57.22
511,Pull&Bear,Jogger,Marrón,M,Algodón,Femenino,50.62,3,Florencia Duarte,Transferencia,2023-06-26,0,Premium,151.86
512,Mango,Camisa,Morado,L,Mezclilla,Femenino,26.26,3,Isidro Sacristán,Transferencia,2023-01-11,5,Baja,74.84
513,Nike,Short,Blanco,L,Lana,Masculino,96.06,3,Josué Carbajo-Perales,Divisas,2023-01-03,0,Media,288.18
514,Stradivarius,Suéter,Amarillo,S,Lino,Femenino,90.26,1,Timoteo Chico-Agullo,Tarjeta,2023-09-07,0,Media,90.26
515,Pull&Bear,Jeans,Negro,XS,Algodón,Femenino,51.05,2,Juan Luis Alberdi Manuel,Efectivo,2023-01-16,20,Media,81.68
516,Tommy Hilfiger,Short,Rojo,S,Mezclilla,Unisex,10.82,2,Hortensia Eugenia Aguirre Ferrán,Tarjeta,2023-08-02,0,Premium,21.64
517,Levi's,Mono,Blanco,M,Lino,Femenino,101.97,1,Ximena de Aller,Transferencia,2023-02-21,0,Media,101.97
518,Levi's,Blusa,Blanco,L,Poliéster,Unisex,9.28,1,Berta Molina Bou,Tarjeta,2023-03-07,0,Premium,9.28
519,Pull&Bear,Short,Azul,S,Poliéster,Femenino,86.81,2,Eliana Egea Vaquero,Divisas,2023-07-04,0,Media,173.62
520,Mango,Suéter,Negro,XS,Lino,Masculino,116.67,2,Kike del Paredes,Efectivo,2023-07-13,0,Alta,233.34
521,Stradivarius,Vestido,Marrón,S,Algodón,Masculino,57.02,2,Águeda de Madrid,Divisas,2023-03-08,0,Media,114.04
522,Levi's,Pantalón corto,Gris,XL,Poliéster,Masculino,34.32,2,Víctor Amo Llopis,Efectivo,2023-06-21,0,Alta,68.64
523,Stradivarius,Jeans,Amarillo,XS,Lana,Unisex,86.95,1,Alba Huguet-Beltrán,Transferencia,2023-03-06,0,Media,86.95
524,Levi's,Suéter,Gris,M,Seda,Femenino,99.52,1,Felipe Sánchez Valls,Efectivo,2023-07-19,5,Media,94.54
525,Nike,Leggins,Marrón,L,Sintético,Unisex,69.2,3,Griselda Salmerón Arenas,Efectivo,2023-04-08,0,Media,207.6
526,Mango,Blusa,Marrón,S,Lino,Femenino,116.31,2,Eusebio Arnau-Mata,Efectivo,2023-12-20,0,Media,232.62
527,Nike,Mono,Negro,XS,Lino,Femenino,13.79,3,Aroa Mur,Tarjeta,2023-06-19,0,Premium,41.37
528,Levi's,Jeans,Marrón,XL,Poliéster,Femenino,64.54,1,Paulina Alcaraz Trillo,Tarjeta,2023-10-07,0,Media,64.54
529,Tommy Hilfiger,Short,Morado,XS,Algodón,Masculino,88.47,1,Genoveva Lasa Palma,Transferencia,2023-07-08,0,Media,88.47
530,Tommy Hilfiger,Vestido,Azul,XL,Lana,Femenino,104.62,3,Sara de Pineda,Efectivo,2023-02-13,0,Alta,313.86
531,Nike,Pantalón de vestir,Rojo,M,Algodón,Masculino,28.08,2,Lola Martorell Armas,Pago móvil,2023-07-29,0,Media,56.16
532,Tommy Hilfiger,Camisa,Marrón,L,Mezclilla,Masculino,97.6,2,José Mari Valderrama Patiño,Transferencia,2023-02-14,0,Premium,195.2
533,Levi's,Leggins,Gris,M,Mezclilla,Masculino,69.9,2,Tania Pera Espejo,Efectivo,2023-05-21,0,Alta,139.8
534,Pull&Bear,Blusa,Marrón,S,Seda,Masculino,52.41,2,Elodia Arnau Burgos,Efectivo,2023-01-23,0,Media,104.82
535,Nike,Camisa,Azul,XS,Poliéster,Femenino,22.75,3,Flavio Jerez Bartolomé,Tarjeta,2023-11-22,0,Alta,68.25
536,Bershka,Jeans,Morado,XL,Poliéster,Femenino,104.91,3,María Manuela Rodrigo Verdú,Transferencia,2023-09-27,0,Baja,314.73
537,Mango,Vestido,Morado,XL,Poliéster,Femenino,25.61,1,Jafet Portero Crespi,Efectivo,2023-03-10,0,Media,25.61
538,Tommy Hilfiger,Vestido,Rosado,XS,Seda,Femenino,42.7,2,Luisa Bastida Royo,Efectivo,2023-03-29,0,Media,85.4
539,Tommy Hilfiger,Suéter,Morado,XS,Mezclilla,Femenino,40.49,2,Sonia Quintanilla Marcos,Transferencia,2023-12-30,10,Media,72.88
540,Zara,Short,Rosado,S,Algodón,Femenino,105.6,2,Segismundo Ferrández Quintero,Pago móvil,2023-01-11,0,Alta,211.2
541,Adidas,Suéter,Blanco,M,Seda,Femenino,83.34,3,Nazaret Carvajal-Arcos,Transferencia,2023-02-21,0,Premium,250.02
542,Nike,Jogger,Amarillo,XL,Seda,Unisex,97.23,2,Teófilo Canales Múgica,Transferencia,2023-10-16,0,Media,194.46
543,H&M,Short,Beige,S,Algodón,Masculino,36.05,3,Martín Mateos Coloma,Pago móvil,2023-11-20,0,Media,108.15
544,Tommy Hilfiger,Jogger,Morado,M,Poliéster,Femenino,77.99,2,Gabriel Herrero Rosales,Transferencia,2023-07-26,0,Premium,155.98
545,Mango,Suéter,Rojo,S,Lana,Masculino,72.04,2,Asdrubal Perales Saavedra,Efectivo,2023-03-02,0,Media,144.08
546,Bershka,Jogger,Verde,XL,Algodón,Femenino,101.28,1,Valeria Pepita Naranjo Torre,Transferencia,2023-03-28,10,Media,91.15
547,Tommy Hilfiger,Leggins,Blanco,XS,Mezclilla,Femenino,109.48,2,Cecilio Llopis Rubio,Pago móvil,2023-08-26,0,Media,218.96
548,Bershka,Suéter,Morado,XS,Lino,Masculino,9.36,2,Isaías Benito Barragán Mora,Divisas,2023-05-12,20,Premium,14.98
549,Levi's,Short,Amarillo,M,Lino,Femenino,83.49,1,Rufina Encarnacion Royo Vallés,Transferencia,2023-07-12,0,Media,83.49
550,Levi's,Chaqueta,Rosado,L,Sintético,Femenino,13.81,3,Urbano Hoyos Mosquera,Tarjeta,2023-06-06,0,Alta,41.43
196,H&M,Leggins,Blanco,L,Seda,Femenino,54.65,2,Amelia Sanjuan Zamora,Transferencia,2023-06-09,0,Alta,109.3
80,Mango,Jogger,Azul,XL,Mezclilla,Masculino,94.12,3,Baltasar Aguado-Santana,Pago móvil,2023-03-04,0,Premium,282.36
481,Stradivarius,Suéter,Azul,XL,Sintético,Femenino,37.72,2,Plinio Peña-Fuertes,Pago móvil,2023-04-08,0,Alta,75.44
110,Pull&Bear,Suéter,Azul,M,Algodón,Masculino,112.07,2,Heriberto Perez Rius,Pago móvil,2023-08-27,0,Media,224.14
523,Stradivarius,Jeans,Amarillo,XS,Lana,Unisex,86.95,1,Alba Huguet-Beltrán,Transferencia,2023-03-06,0,Media,86.95
